Palabra (concepto),Descripción,Codificación
Peligro,cuestionamiento de algo ,cuastionamiento
Acuerdo,entendimiento,entendimiento
Acuerdo,objetivos en comun,común
Acuerdo,benfecicio mutuo ,beneficios
Acuerdo,rendicion ,rendición
Acuerdo,se llega cuando no se puede hacer frente a una situacion ,dificultad
Acuerdo,credito,credito
Acuerdo,se llega por medio de negociaciones ,negocios
Acuerdo,medio para gobernar,gobernabilidad
Compasión,empatia ,empatía
Compasión,misericordia ,misericordia
Compasión,no tiene lugar en la guerra ,no guerra
Compasión,muestra debilidad ,debilidad
Compasión,la gente de religion deberia mostrarla ,religión
Compasión,culpa ,culpa
Compasión,el sistema no la tiene ,no sistema
Éxito,prosperar,properidad
Éxito,triunfar,triunfo
Éxito,lograr objetivo,logro
Éxito,conseguir una meta,meta
Éxito,llegar a la cima,cima
Éxito,obtener beneficios,beneficios
Éxito,buenos resultados,bien
Felicidad,Alegría,alegría
Felicidad,sentirse bien,bien
Felicidad,concepto de estar pleno,pleno
Felicidad,llevar una sonrisa,sonrisa
Felicidad,demostrar optimismo,optimismo
Felicidad,compartir emoción,emoción
Felicidad,entusiasmo,entusiasmo
Felicidad,euforia ,euforia
Felicidad,satisfacción,satisfacción
Felicidad,hacer reir,risa
Decisión,elección,elección
Decisión,opción,opción
Decisión,elegir lo que es mejor,elección
Decisión,enfrentarse a diferentes alternativas,alternativa
Decisión,se selecciona en base a razonamientos,razonamiento
Decisión,tener distintas oportunidades,oportunidad
Decisión,actuar por voluntad propia,voluntad
Obsesión,deseo descontrolado por conseguir algo,descontrol
Obsesión,aspiración,aspiraciones
Obsesión,es una ambición,ambición
Obsesión,tener meta ,meta
Obsesión,una sensación de deseo,deseo
Obsesión,querer lograrla a toda costa,querer
Honestidad,Sinceridad,sinceridad
Honestidad,ser recto como persona,rectitud
Honestidad,virtud,virtud
Honestidad,cualidad destacable de las personas,cualidad
Honestidad,actuar correctamente,correcto
Honestidad,ser transparente,transparencia
Honestidad,no ocultar cosas que debería decir,no ocultar
Sugerencia ,consejo,concejo
Sugerencia ,advertencia,advertencia
Sugerencia ,guía para lograr algo,guía
Sugerencia ,recomendación,recomendación
Sugerencia ,crítica,crítica
Sugerencia ,observación,observación
Sugerencia ,una ayuda para mejorar algo,ayuda
Sugerencia ,pauta para actuar bien,bien
Sugerencia ,manual,manual
Excusa,se puede interpretar como una disculpa,disculpa
Excusa,una justificación,justificación
Excusa,"algunos dirían ""chamullo"" para librarse de algo",chamullo
Excusa,defensa propia para evitar sanción,defensa
Excusa,argumento a favor de uno,argumentación
Excusa,presentar certificado,certificado
Excusa,quitar responsabilidad,no responsabilidad
Excusa,pedir perdón,perdón
Excusa,perdonar,perdón
Seguridad,estar a salvo,a salvo
Seguridad,tener un respaldo ,respaldo
Seguridad,protección ,protección
Seguridad,vela por nuestro bienestar,bienestar
Seguridad,guardia,guardias
Seguridad,encargado de defendernos,defensa
Seguridad,"carabineros, bomberos",policias
Seguridad,antivirus,antivirus
Seguridad,bloqueo de males,no mal
Seguridad,demostrarse firme en una posición ,demostración
Oportunidad,una ventana abierta,ventana
Oportunidad,chance ,chance
Oportunidad,opción de conseguir algo,opción
Oportunidad,propuesta ,propuesta
Oportunidad,alternativa,alternativa
Oportunidad,negocio para triunfar,triunfo
Pensamiento,idea,idea
Pensamiento,imaginación,imaginación
Pensamiento,"razonamiento,  conciencia",razonamiento
Pensamiento,divagación cerebral,cerebro
Pensamiento,dar vueltas en la cabeza,cabeza
Pensamiento,cranear,cranear
Pensamiento,flujo de información,información
Pensamiento,subconciente,subconciente
Pensamiento,"deseo, aspiración, sueño",deseo
Pensamiento,desarrollar imagen en la cabeza,cabeza
Amenaza,Cuando corro peligro estoy bajo una…,peligro
Amenaza,Algo que puede dañarte,daño
Amenaza,peligro,peligro
Amenaza,Un león feroz para una cebra,feroz
Amenaza,El hombre para la naturaleza,humano
Amenaza,Puede perjudicarte ,perjuicio
Destreza,Habilidad para una actividad,habilidades
Destreza,Conocido por tener fuerza y agilidad,agilidad/fuerza
Pensamiento,Lo que ocurre en la conciencia ,conciencia
Pensamiento,La mente trabaja con el…,mente
Pensamiento,Proceso cognitivo,cognitivo
Seguridad,Cuado estas en tu hogar estas en una supuesta …,hogar
Seguridad,Cuando no hay riesgo alguno,no riesgo
Seguridad,Tranquilidad,tranquilidad
Seguridad,Sin amenaza alguna,no amenaza
Seguridad,Protección,protección
Seguridad,Tener guardias puede darte una cierta …,guardias
Agradecimiento,Respuesta ante un cumplido recibido,respuesta
Agradecimiento,Después de recibir un regalo,regalo
Agradecimiento,Una manera de sociabilizar ,sociedad
Peligro,Amenaza,amenaza
Peligro,Riesgo de sufrir daños,daño
Peligro,Una persona amenazante puede ser un peligro,amenaza
Peligro,Falta de seguridad,inseguridad
Peligro,Salir a la calle por la noche en un barrio oscuro,oscuridad
Peligro,Estar en un edificio viejo cuando hay un terremoto,terremoto
Esperanza,El pensar de que algo pueda ocurrir ,pensamiento
Esperanza,Pensar en los actos buenos de alguien malo puede darte un poco de ...,pensamiento
Esperanza,Que algo positivo ocurra,positivo
Esperanza,Pensar en superar un momento duro,pensamiento
Esperanza,Pensamientos felices siempre entregan …,pensamiento
Esperanza,Lo que nos da fuerzas para seguir adelante,fuerza
Esperanza,Una manera de seguir luchando,seguir
Plan,Idea,idea
Plan,Pasos a seguir,pasos
Plan,Una mision no es nada si no posee un buen… ,misión
Ansiedad,Desorden del pensamiento,desorden
Ansiedad,Fijaciones ante un estimulo,fijación
Acuerdo,Un punto medio entre dos ideas distintas,punto medio
Peligro,es un tipo de situación,situación
Peligro,se da cuando uno preseiente que que algo podria salir mal,mal
Peligro,Uno es cuidadoso cuando se encuentra en este tipo de situaciónn,cuidado
Peligro,Genera que las personas esten mas atentas,atención
Peligro,Genera que las personas liberen adrenalina si algo sucede,adrenalina
Peligro,Genera que las personas sean mas cuidadosas,cuidado
Felicidad,estar con familia,familia
Felicidad,estar con amigos,amistad
Felicidad,pasarla bien,bien
Felicidad,sonreir,sonrisa
Felicidad,bienestar,bienestar
Felicidad,No estar preocupado por algo,no preocupación
Felicidad,No estar triste,no tristeza
Felicidad,Es un sentimiento o estado,sentimiento
Agradecimiento,Un forma de retroalimentar el acto que alguien hace por uno,retroalimentación
Agradecimiento,Lo realiza una persona despues de que alguien hace algo por el,otro/alguien
Agradecimiento,cortesía,cortesía
Agradecimiento,Se da cuando a uno le benefició el acto voluntario de alguien mas,voluntario
Agradecimiento,Es un acto que los padres enseñan a dar a los hijos desde pequeños,padres
Ganancia ,beneficio,beneficios
Ganancia ,Ingresos disponibles menos costos totales,ingreso
Ganancia ,el beneficio que uno recibe despues de haber saldado sus cuentas,beneficios
Ganancia ,similar a la utilidad pero visto desde un punto de vista mas social,utilidad
Ganancia ,"Es lo que uno obtiene al recibir un beneficio, ya sea esforzandose o no",beneficios
Ganancia ,utilidad,utilidad
Ganancia ,se da cuando el beneficio es mayor a los costos,mayor
Esperanza,tener fe de que algo va a suceder,fe
Esperanza,tener fe de que los problemas se van a solucionar,fe
Esperanza,fe,fe
Esperanza,buenas expectativas,bien
Esperanza,Es cuando uno se convence a si mismo de que algo bueno va a suceder,bien
Esperanza,ojala ,ojalá
Razón,logico,lógica
Razón,correcto,correcto
Razón,moral,moral
Razón,Es la manera logica de pensar de cada persona,lógica
Razón,estar en lo correcto,correcto
Razón,lo que lleva a uno a hacer las decisiones que hacemos,decisión
Razón,tener sentido,sentido
Sugerencia ,ayudar,ayuda
Sugerencia ,Se da cuando uno quiere ayudar a alguien sin realizarle la tarea,ayuda
Sugerencia ,Se da cuando uno quiere guiar a alguien por el camino correcto,guía
Sugerencia ,Es un tipo de ayuda,ayuda
Sugerencia ,Es un tipo de acto por alguien mas que necesita una guia,guía
Sugerencia ,guiar,guía
Sugerencia ,guiar por el camino correcto,guía
Sugerencia ,directriz,directriz
Honestidad,no mentir,no mentir
Honestidad,decir la verdad,verdad
Honestidad,Es un valor que se adquiere cuando uno dice la verdad,verdad
Honestidad,anteponer la verdad sobre la mentira,verdad
Honestidad,correcto,correcto
Honestidad,Un tipo de valor,valor
Honestidad,Uno de los primeros valores que los padres enseñan a sus hijos,valor
Honestidad,confiabilidad,confiabilidad
Obligación,cuando alguien tiene que hacer algo incluso si es contra su voluntad,no voluntad
Obligación,es algo que uno tiene que hacer no importa que,hacer
Obligación,deber,deber
Obligación,tarea,tareas
Obligación,lo impone una persona sobre otra,imposición
Obligación,Es una tarea que uno tiene que hacer si o si,hacer
Obligación,generalmente tiene consecuencias si uno no la hace,consecuencias
Decisión,alternativa,alternativa
Decisión,se toma cuando uno debe elegir entre cosas,elección
Decisión,elegir,elección
Decisión,es un acto,acción
Decisión,no siempre son faciles,dificultad
Decisión,Se toma cuando uno debe decidir entre diferentes camino,camino
Decisión,decidir,decidir
Obsesión,especie de irracionalidad en la búsqueda de alguien o algo,irracional
Obsesión,persecución de algo ,persecución
Obsesión,puede desencadenar en una enfermedad mental,enfrermedad
Obsesión,se actúa en desacuerdo a la razón,irracional
Obsesión,puede estar relacionada en torno a una persona ,persona
Obsesión,puede ser causal de un amor no correspondido ,no corresponido
Obsesión,incapacidad de dejar de pensar en alguien ,incapacidad
Obsesión,incapacidad de dejar de pensar en algo,incapacidad
Acuerdo,establecer parámetros en común con alguien,común
Acuerdo,tratado,tratado
Acuerdo,convención ,convenio
Acuerdo,se puede firmar ,firma
Acuerdo,se cierra con un apretón de manos,cierre
Acuerdo,contrato,contrato
Acuerdo,puntos en común con alguien,común
Acuerdo,estar en sintonía con alguien ,sintonía
Compasión,misericordia de alguien,misericordia
Compasión,se puede sentir por alguien ,sentimiento
Compasión,se puede sentir por algún enemigo,sentimiento
Compasión,al perdonar la vida de alguien,perdón
Compasión,perdón ,perdón
Compasión,se puede dar al sentir pena por alguien ,pena
Compasión,ser empatico con alguien ,empatía
Obligación,deber ,deber
Obligación,las tareas son una ,tareas
Obligación,realizar las tareas ,hacer
Obligación,sacar una carrera ,carrera
Obligación,Ser respetuoso con los padres ,respeto
Obligación,ser responsable es una ,responsabilidad
Obligación,cumplir las leyes resultan una ,leyes
Plan,idea ,idea
Plan,se encuentra en el inicio de un proyecto ,proyecto
Plan,es una manera organizada de dar con algo ,organización
Plan,puede generarse de manera individual o grupal,personal/grupal
Plan,maquinación ,maquinación
Plan,tramar algo mediante ideas ,idea
Plan,puede ser de trabajo,trabajo
Plan,puede ser de acción,acción
Plan,puede ser de estudio ,estudiar
Excusa,acción para justificar una falta ,justificación
Excusa,argumentación,argumentación
Excusa,"al no cumplir con algo , se utiliza ",no cumplimiento
Excusa,sirve como una vía de escape fácil al no cumplir con algo ,escape
Excusa,puede ser una mentira ,mentira
Destreza,habilidad para alguna actividad,habilidades
Destreza,puede ser deportiva,deporte
Destreza,puede ser académica ,académico
Destreza,puede ser musical,música
Destreza,capacidad innata ,capacidad
Destreza,guarda relacion con el talento ,talento
Destreza,habilidad logica en la resolucion de problemas ,habilidades
Destreza,desenvolverse en una actividad en una forma determinada,actividades
Oportunidad,chance que se presenta,chance
Oportunidad,intento,intento
Oportunidad,Puede ser laboral ,laboral
Agradecimiento,mostrar apreciación tras algo concedido ,aprecio
Agradecimiento,ser cortés con alguien que se ha portado bien con uno ,cortesía
Agradecimiento,mostrar respetos de alguien que ha realizado algo para nosotros ,respeto
Habilidad,aptitud para una acción o actividad determinada ,acción
Habilidad,destreza ,destreza
Habilidad,puedes tenerla en distintos campos o áreas ,distintos
Amenaza,produce miedo,miedo
Amenaza,muchas veces es inminente,inminente
Amenaza,nos prepara para una situacion de peligro,peligro
Destreza,cuando entrenas mucho se te produce una…,entrenamiento
Destreza,los talentosos la tienen,talento
Destreza,se obtiene con la practica,práctica
Destreza,algunas personas la adquieren innatamente ,innato
Destreza,lo demuestras cuando haces bien alguna actividad,actividades
Destreza,los deportistas buenos la paseen,deporte
Destreza,significa casi lo mismo con talento y practica,talento
Destreza,practica,práctica
Destreza,habilidad,habilidades
Destreza,resultados positivos,positivo
Pensamiento,mente,mente
Pensamiento,neuronas,neuronas
Pensamiento,sinapsis,sinapsis
Pensamiento,imaginacion,imaginación
Pensamiento,los psicologos lo estudian,psicológico
Pensamiento,imagen mental,mente
Pensamiento,razonamiento,razonamiento
Pensamiento,todos lo necesitamos,necesario
Pensamiento,debido a el es que hacemos lo que hacemos,hacer
Pensamiento,pueden ser positivos o negativos,positivo/negativo
Seguridad,respaldo,respaldo
Seguridad,produce tranquilidad,tranquilidad
Seguridad,guardias,guardias
Seguridad,se produce cuando alguien te cuida,cuidado
Seguridad,se la dan los los padres a un hijo ,padres
Seguridad,firmeza,firmeza
Seguridad,confianza,confianza
Agradecimiento,gratitud,gratitud
Agradecimiento,se lo das a alguien cuando te ayudan,dar
Agradecimiento,muchos creen deberiamos darselo a Dios u otra divinidad.,Dios
Agradecimiento,cuando alguien hace algo bueno por ti tu le estas…,bien
Agradecimiento,debes darselo a alguien que es bueno contigo,bien
Agradecimiento,es bueno darlo,bien
Agradecimiento,se lo dan hijos a sus padres,padres
Agradecimiento,no todos lo dan,no todos
Agradecimiento,es bueno sentirte asi en tu vida,bien
Agradecimiento,atrae que hagan mas cosas buenas por ti,bien
Peligro,riesgo,riesgo
Peligro,esta a punto de llegar una mala situacion,mal
Peligro,malo,mal
Peligro,produce miedo,miedo
Peligro,tratamos de evitarlo,evitación
Peligro,tu cuerpo te prepara para un momento de…,cambio corporal
Esperanza,anhelo,anhelo
Esperanza,pruduce calma,calma
Esperanza,te lo dan muchas cosas,muchos
Esperanza,es bueno para ti,bien
Esperanza,te da alivio,alivio
Esperanza,es una motivacion ,motivación
Esperanza,produce bienestar,bienestar
Esperanza,muchos ya la perdieron,perdida
Esperanza,es importante no perderla,importante
Esperanza,todos la necesitamos,necesario
Plan,acuerdo,acuerdo
Plan,respaldo,respaldo
Plan,se hace para ir preparado,preparación
Plan,hay buenos y malos,bien/mal
Plan,preparado,preparación
